NM_MUNICIPIO,NR_TURNO,NR_SECAO,NM_LOCAL_VOTACAO,NR_LATITUDE,NR_LONGITUDE
ADAMANTINA,1,13,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
PRESIDENTE PRUDENTE,1,49,E.E.  PROFª MARIETTA FERRAZ ASSUMPÇÃO,-22.1387553,-51.3893063
MARÍLIA,1,69,EE GABRIEL MONTEIRO DA SILVA,-22.2157852,-49.9542383
MARÍLIA,1,72,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,286,COLÉGIO BRAGA MELLO,-22.107037,-51.3978385
PRESIDENTE PRUDENTE,1,56,E.E.  PROFª MARIETTA FERRAZ ASSUMPÇÃO,-22.1387553,-51.3893063
LUCÉLIA,1,38,EMEF ARGEMIRO DE ALMEIDA GONZAGA,-1.0,-1.0
ADAMANTINA,1,71,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
TUPÃ,1,7,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
PRESIDENTE PRUDENTE,1,63,E.E. MARIA LUIZA FORMOZINHO RIBEIRO,-22.1223496,-51.400154
TUPÃ,1,103,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
MARÍLIA,1,144,E.E. PROFª MARIA STELLA CERQUEIRA CÉSAR,-22.191186,-49.9538684
PRESIDENTE PRUDENTE,1,58,E.E.  PROFª MARIETTA FERRAZ ASSUMPÇÃO,-22.1387553,-51.3893063
PRESIDENTE PRUDENTE,1,125,E.E. ANTÔNIO FIORAVANTE DE MENEZES,-22.1297893,-51.3830708
PRESIDENTE PRUDENTE,1,340,COLÉGIO BRAGA MELLO,-22.107037,-51.3978385
PRESIDENTE PRUDENTE,1,268,E.E. PROFª. MIRELLA PESCE DESIDERE,-22.1100781,-51.429227
ADAMANTINA,1,72,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
PRESIDENTE PRUDENTE,1,304,COLÉGIO BRAGA MELLO,-22.107037,-51.3978385
PRESIDENTE PRUDENTE,1,328,E. M. PROFº OCYR AZEVEDO,-22.1097216,-51.4125136
PRESIDENTE PRUDENTE,1,36,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
PRESIDENTE PRUDENTE,1,22,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
TUPÃ,1,175,EMEF. PROF. ODINIR MAGNANI,-21.9215103,-50.5308818
OSVALDO CRUZ,1,23,EE DOM BOSCO,-21.7964924,-50.8799394
MARÍLIA,1,376,EMEF PROFª  GERALDA CESAR VILARDI,-22.2153217,-49.9768754
LUCÉLIA,1,48,EE JOSE FIRPO,-1.0,-1.0
OSVALDO CRUZ,1,15,ETEC AMIM JUNDI,-21.7914906,-50.8765847
PRESIDENTE PRUDENTE,1,377,E. M.  ROSANA NEGRÃO FREITAS DOS SANTOS,-22.0834271,-51.4316456
MARÍLIA,1,201, EMEF. PROFª RENY PEREIRA CORDEIRO,-22.2381417,-49.9154975
MARÍLIA,1,208,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
LUCÉLIA,1,6,EE JOSE FIRPO,-1.0,-1.0
MARÍLIA,1,19,INSTITUTO DAS APÓSTOLAS SAGRADO CORAÇÃO DE JESUS,-22.2132291,-49.9478041
MARÍLIA,1,80,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,205,E.E. PROFª. MIRELLA PESCE DESIDERE,-22.1100781,-51.429227
MARÍLIA,1,35,E.E. PROFº BENITO MARTINELLI,-22.1519235,-49.961232
PRESIDENTE PRUDENTE,1,411,COLÉGIO COOPERATIVO,-22.0941292,-51.4273353
MARÍLIA,1,283,EE. BENTO DE ABREU SAMPAIO VIDAL,-22.2106909,-49.9343945
PRESIDENTE PRUDENTE,1,140,E.E.  PROF.  PLACÍDIO BRAGA NOGUEIRA,-22.1390421,-51.3756213
TUPÃ,1,111,EMEF. PROF. JOÃO GERALDO IORI,-21.9319082,-50.4908439
DRACENA,1,83,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
MARÍLIA,1,178,EE. MONSENHOR BICUDO,-22.2229886,-49.9558914
OSVALDO CRUZ,1,8,ETEC AMIM JUNDI,-21.7914906,-50.8765847
LUCÉLIA,1,57,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
OSVALDO CRUZ,1,13,ETEC AMIM JUNDI,-21.7914906,-50.8765847
PRESIDENTE PRUDENTE,1,189,E.E. ORACY MATRICARDI PROF,-22.1529291,-51.4518848
ADAMANTINA,1,96,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
LUCÉLIA,1,39,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
OSVALDO CRUZ,1,76,ETEC AMIM JUNDI,-21.7914906,-50.8765847
MARÍLIA,1,62,EE PROF CARLOTA DE NEGREIROS ROCHA,-22.224271,-49.9412177
PRESIDENTE PRUDENTE,1,79,E.E. PROFª. MIRELLA PESCE DESIDERE,-22.1100781,-51.429227
MARÍLIA,1,72,EE GABRIEL MONTEIRO DA SILVA,-22.2157852,-49.9542383
PRESIDENTE PRUDENTE,1,214,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
DRACENA,1,109,COLÉGIO DASK,-21.4898718,-51.5223318
PRESIDENTE PRUDENTE,1,23,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
PRESIDENTE PRUDENTE,1,133,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
LUCÉLIA,1,9,EE JOSE FIRPO,-1.0,-1.0
TUPÃ,1,73,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
OSVALDO CRUZ,1,75,EE DOM BOSCO,-21.7964924,-50.8799394
PRESIDENTE PRUDENTE,1,272,EM. PROFª MARIA DO SOCORRO BRITO DE ALMEIDA,-22.1140597,-51.432782
RANCHARIA,1,30,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
PRESIDENTE PRUDENTE,1,220,E.E. ORACY MATRICARDI PROF,-22.1529291,-51.4518848
PRESIDENTE PRUDENTE,1,238,FATEC. - PRESIDENTE PRUDENTE,-22.1394318,-51.3843645
PRESIDENTE PRUDENTE,1,73,FACULDADE DE CIÊNCIAS E TECNOLOGIA - UNESP,-22.1203305,-51.4058142
PRESIDENTE PRUDENTE,1,234,E. E. VEREADOR PEDRO TÓFANO,-22.0512891,-51.3471971
PRESIDENTE PRUDENTE,1,182,E. E. DR. MARREY JUNIOR,-22.1068185,-51.3966115
DRACENA,1,28,EE 9 DE JULHO,-21.4897513,-51.5253035
MARÍLIA,1,186,E.E. PROFº BENITO MARTINELLI,-22.1519235,-49.961232
PRESIDENTE PRUDENTE,1,297,E. M.  ROSANA NEGRÃO FREITAS DOS SANTOS,-22.0834271,-51.4316456
RANCHARIA,1,81,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
PRESIDENTE PRUDENTE,1,30,E.M. PROF. JOSÉ CARLOS JOÃO,-22.1422103,-51.391758
PRESIDENTE PRUDENTE,1,147,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
OSVALDO CRUZ,1,109,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
MARÍLIA,1,79,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
MARÍLIA,1,194,EMEF. PROFº ISALTINO DE CAMPOS,-22.1473366,-49.9599627
LUCÉLIA,1,30,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
PRESIDENTE PRUDENTE,1,246,E.E. ORACY MATRICARDI PROF,-22.1529291,-51.4518848
PRESIDENTE PRUDENTE,1,280,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
ADAMANTINA,1,92,EE. HELEN KELLER,-21.6924798,-51.069082
TUPÃ,1,77,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,187,EMEIEF PROF. THIAGO ALVES DA SILVA LEANDRO,-21.9228488,-50.4939619
MARÍLIA,1,179,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
PRESIDENTE PRUDENTE,1,78,E.E. PROFª. MIRELLA PESCE DESIDERE,-22.1100781,-51.429227
MARÍLIA,1,241,UNESP - UNIVERSIDADE ESTADUAL PAULISTA,-22.2330781,-49.9675271
PRESIDENTE PRUDENTE,1,197,EM. PROFª MARIA DO SOCORRO BRITO DE ALMEIDA,-22.1140597,-51.432782
TUPÃ,1,183,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
DRACENA,1,8,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
PRESIDENTE PRUDENTE,1,107,E.M.  PROFª.  FRANCISCA ALMEIDA GOES BRANDÃO,-22.1334779,-51.4007175
OSVALDO CRUZ,1,120,SESI,-21.8008372,-50.8839758
MARÍLIA,1,294,EMEF. PROFº ISALTINO DE CAMPOS,-22.1473366,-49.9599627
MARÍLIA,1,249,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
PRESIDENTE PRUDENTE,1,252,COLÉGIO CRISTO REI,-22.1201108,-51.3886873
PRESIDENTE PRUDENTE,1,277,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
ADAMANTINA,1,25,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
MARÍLIA,1,185,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
PRESIDENTE PRUDENTE,1,347,E. E. PROFª ANNA ANTONIO,-22.0913914,-51.3863442
MARÍLIA,1,56, EMEF. PROFº AMÉRICO CAPELOZZA,-22.1821404,-49.9545302
PRESIDENTE PRUDENTE,1,117,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,236,E. E. DR. MARREY JUNIOR,-22.1068185,-51.3966115
MARÍLIA,1,264,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
ADAMANTINA,1,76,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
MARÍLIA,1,71,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
MARÍLIA,1,81,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,368,E. M. PROFª ROSY ODETTY RORIZ BRANDÃO,-22.095902,-51.4037982
MARÍLIA,1,180,E.E. PROFª AMÉLIA LOPES ANDERS ,-22.1691793,-49.971775
MARÍLIA,1,202,EMEI. ESTRELINHA DOURADA ,-22.1761929,-49.9545109
MARÍLIA,1,223,EMEF. PROFª CECÍLIA ALVES GUELPA,-22.1725289,-49.9504075
MARÍLIA,1,228,EMEF. PROFº ISALTINO DE CAMPOS,-22.1473366,-49.9599627
MARÍLIA,1,232,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
PRESIDENTE PRUDENTE,1,270,E.E. PROFª. MIRELLA PESCE DESIDERE,-22.1100781,-51.429227
DRACENA,1,104,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
PRESIDENTE PRUDENTE,1,369,E. M. DEP. CARLOS CASTILHO CABRAL,-22.0992138,-51.3932933
PRESIDENTE PRUDENTE,1,105,E. E.  COMENDADOR TANNEL ABBUD,-22.1149986,-51.3763971
PRESIDENTE PRUDENTE,1,235,E. M. DOMINGOS FERREIRA DE MEDEIROS,-22.1051268,-51.3880732
MARÍLIA,1,221,EE PADRE JOÃO WALFREDO ROTHERMUND,-22.2504174,-49.936468
MARÍLIA,1,129,EE. VEREADOR SEBASTIÃO MÔNACO,-22.2218538,-49.9710231
DRACENA,1,68,EE 9 DE JULHO,-21.4897513,-51.5253035
LUCÉLIA,1,26,EMEF ARGEMIRO DE ALMEIDA GONZAGA,-1.0,-1.0
ADAMANTINA,1,19,EE. HELEN KELLER,-21.6924798,-51.069082
ADAMANTINA,1,28,EE. PROFESSOR DURVALINO GRION,-21.6785734,-51.0768388
DRACENA,1,72,E.E ALFREDO MACHADO,-21.4906607,-51.5537528
OSVALDO CRUZ,1,22,EE DOM BOSCO,-21.7964924,-50.8799394
ADAMANTINA,1,33,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
MARÍLIA,1,23,INSTITUTO DAS APÓSTOLAS SAGRADO CORAÇÃO DE JESUS,-22.2132291,-49.9478041
RANCHARIA,1,95,EM. DONA MILOCA,-22.2309771,-50.8993541
PRESIDENTE PRUDENTE,1,94,E.E. ANTÔNIO FIORAVANTE DE MENEZES,-22.1297893,-51.3830708
MARÍLIA,1,87,E.E. ANTONIO AUGUSTO NETTO,-22.2395782,-49.9246842
MARÍLIA,1,67,E.E. PROF GERALDO ZANCOPÉ ,-22.196621,-49.9560244
PRESIDENTE PRUDENTE,1,25,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
PRESIDENTE PRUDENTE,1,177,E. E. VEREADOR PEDRO TÓFANO,-22.0512891,-51.3471971
PRESIDENTE PRUDENTE,1,331,E. E. PROFª ANNA ANTONIO,-22.0913914,-51.3863442
LUCÉLIA,1,13,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
PRESIDENTE PRUDENTE,1,52,E.E.  PROFª MARIETTA FERRAZ ASSUMPÇÃO,-22.1387553,-51.3893063
MARÍLIA,1,339,COLÉGIO DR. BEZERRA DE MENEZES,-22.2104647,-49.9592914
PRESIDENTE PRUDENTE,1,286,COLÉGIO CRIARTE,-22.141545,-51.3891683
MARÍLIA,1,185,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
MARÍLIA,1,250,EMEF. PROFª CECÍLIA ALVES GUELPA,-22.1725289,-49.9504075
TUPÃ,1,71,EE.  PROF. ESTHER VERIS CERPE,-21.9314332,-50.5213298
ADAMANTINA,1,104,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
DRACENA,1,103,E.E ALFREDO MACHADO,-21.4906607,-51.5537528
MARÍLIA,1,331,EE. MONSENHOR BICUDO,-22.2229886,-49.9558914
PRESIDENTE PRUDENTE,1,337,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,353,E. M. PROFº OCYR AZEVEDO,-22.1097216,-51.4125136
PRESIDENTE PRUDENTE,1,332,E. M. PROFª ODETTE DUARTE DA COSTA,-22.0769186,-51.3613254
PRESIDENTE PRUDENTE,1,381,E. E. TEOFILO GONZAGA DA SANTA CRUZ,-22.0842638,-51.3972269
LUCÉLIA,1,11,EE JOSE FIRPO,-1.0,-1.0
MARÍLIA,1,364,ESCOLA TÉCNICA INDUST. ANTÔNIO DEVISATE,-22.2080341,-49.9536804
LUCÉLIA,1,54,EMEF ARGEMIRO DE ALMEIDA GONZAGA,-1.0,-1.0
PRESIDENTE PRUDENTE,1,351,E. E. PROFª ANNA ANTONIO,-22.0913914,-51.3863442
PRESIDENTE PRUDENTE,1,88,EM. PROFª MARIA DO SOCORRO BRITO DE ALMEIDA,-22.1140597,-51.432782
PRESIDENTE PRUDENTE,1,215,E.E.  PROF. MIGUEL OMAR BARRETO,-22.1334587,-51.4383791
MARÍLIA,1,89,E.E. ANTONIO AUGUSTO NETTO,-22.2395782,-49.9246842
ADAMANTINA,1,7,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
ADAMANTINA,1,118,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
MARÍLIA,1,295,COLÉGIO CRIATIVO ,-22.2277428,-49.9257227
MARÍLIA,1,266,EMEI. CIRANDA CIRANDINHA,-22.1893749,-49.9568886
MARÍLIA,1,275,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
TUPÃ,1,86,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,157,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
MARÍLIA,1,325,UNESP - UNIVERSIDADE ESTADUAL PAULISTA,-22.2330781,-49.9675271
PRESIDENTE PRUDENTE,1,104,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
MARÍLIA,1,163,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
MARÍLIA,1,75,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
OSVALDO CRUZ,1,88,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
TUPÃ,1,75,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,160,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
MARÍLIA,1,90,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
PARAPUÃ,1,89,EE DE PARAPUA,-21.778316,-50.7940589
MARÍLIA,1,164,EE MARIA ISABEL SAMPAIO VIDAL - DISTR. PADRE NÓBREGA,-22.1559696,-50.0083248
PRESIDENTE PRUDENTE,1,26,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
PRESIDENTE PRUDENTE,1,247,E. E. VEREADOR PEDRO TÓFANO,-22.0512891,-51.3471971
MARÍLIA,1,239,EMEF. PROFª CECÍLIA ALVES GUELPA,-22.1725289,-49.9504075
TUPÃ,1,52,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
TUPÃ,1,153,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
TUPÃ,1,62,EE. JOÃO BREDIKS,-22.0807268,-50.5385296
TUPÃ,1,93,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
PRESIDENTE PRUDENTE,1,197,E. E. DR. MARREY JUNIOR,-22.1068185,-51.3966115
PRESIDENTE PRUDENTE,1,280,E. M. RUI CARLOS VIEIRA BERBERT,-22.0860719,-51.3819163
MARÍLIA,1,107,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
MARÍLIA,1,42,E.E. PROF ANTONIO DE BAPTISTA,-22.1891408,-49.9575689
MARÍLIA,1,1,E.E. PROF NELSON CABRINI,-22.2392815,-49.9175064
MARÍLIA,1,182,COLÉGIO CRISTO REI,-22.2077714,-49.9403623
PRESIDENTE PRUDENTE,1,278,COLÉGIO BRAGA MELLO,-22.107037,-51.3978385
TUPÃ,1,185,EMEF. PROF. ODINIR MAGNANI,-21.9215103,-50.5308818
MARÍLIA,1,259,EMEI  DR FERNANDO MAURO,-22.222827,-49.9607248
MARÍLIA,1,275,EMEF PROF. NELSON GABALDI,-22.2205414,-49.9722993
MARÍLIA,1,400,EMEF PROFª  GERALDA CESAR VILARDI,-22.2153217,-49.9768754
DRACENA,1,92,FACULDADE REGES,-21.5033029,-51.542601
ADAMANTINA,1,111,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
TUPÃ,1,88,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
MARÍLIA,1,232,EE. PROFA. ORACINA CORREA DE MORAES RODINE,-22.2025579,-49.9681609
MARÍLIA,1,227,EE ABEL AUGUSTO FRAGATA,-22.2231821,-49.9606052
DRACENA,1,30,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
TUPÃ,1,101,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
TUPÃ,1,142,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
TUPÃ,1,72,EE.  PROF. ESTHER VERIS CERPE,-21.9314332,-50.5213298
TUPÃ,1,3,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
MARÍLIA,1,341,COLÉGIO INTERAÇÃO,-22.2217354,-49.9431091
TUPÃ,1,24,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
DRACENA,1,6,FACULDADE DE DRACENA - FAD/UNIESP,-1.0,-1.0
PRESIDENTE PRUDENTE,1,244,E.M. ANTÔNIO ZACARIAS,-22.1236937,-51.4236348
RANCHARIA,1,51,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,77,EM. LUIZ DORINI,-22.2302582,-50.8758251
PRESIDENTE PRUDENTE,1,366,E. M. DOMINGOS FERREIRA DE MEDEIROS,-22.1051268,-51.3880732
PRESIDENTE PRUDENTE,1,253,E. E. PROFª CELESTINA DE CAMPOS TOLEDO TEIXEIRA,-21.9595888,-51.3076541
MARÍLIA,1,54,E.E. PROF ANTONIO REGINATO,-22.1809221,-49.9602274
MARÍLIA,1,268,EMEI. CRECHE RODA PIÃO ,-22.1976708,-49.9529042
OSVALDO CRUZ,1,18,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
PRESIDENTE PRUDENTE,1,358,E. M. PROFª ODETTE DUARTE DA COSTA,-22.0769186,-51.3613254
PRESIDENTE PRUDENTE,1,18,COLÉGIO CRISTO REI,-22.1201108,-51.3886873
PRESIDENTE PRUDENTE,1,144,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
PRESIDENTE PRUDENTE,1,96,E. M. PROFª CATARINA MARTINS ARTERO,-22.1098776,-51.3813273
MARÍLIA,1,286,CEEJA - PROF. SEBASTIANA ULIAN PESSINE,-22.2224334,-49.95046
ADAMANTINA,1,80,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
PRESIDENTE PRUDENTE,1,360,E. M. PROFª ROSY ODETTY RORIZ BRANDÃO,-22.095902,-51.4037982
MARÍLIA,1,236,EMEI. MONTEIRO LOBATO,-22.2176175,-49.9413103
ADAMANTINA,1,94,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
PRESIDENTE PRUDENTE,1,401,E.M. PROFª JOVITA TERIN,-22.0870122,-51.3831653
DRACENA,1,89,FADRA,-21.4863311,-51.5280478
MARÍLIA,1,388,EMEI BRANCA DE NEVE,-22.1558824,-50.00883
MARÍLIA,1,99,EE DR. LOURENÇO DE ALMEIDA SENNE,-22.1955906,-49.962607
DRACENA,1,71,FADRA,-21.4863311,-51.5280478
DRACENA,1,82,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
MARÍLIA,1,117,CEEJA - PROF. SEBASTIANA ULIAN PESSINE,-22.2224334,-49.95046
MARÍLIA,1,30,E.E. PROFª MARIA STELLA CERQUEIRA CÉSAR,-22.191186,-49.9538684
MARÍLIA,1,347,EE. PROFA. NEUZA MARIA MARANA FEIJÃO - DISTR. LÁCIO,-22.2223439,-49.8887664
MARÍLIA,1,34,E.E. PROFº BENITO MARTINELLI,-22.1519235,-49.961232
RANCHARIA,1,90,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
OSVALDO CRUZ,1,12,ETEC AMIM JUNDI,-21.7914906,-50.8765847
PRESIDENTE PRUDENTE,1,65,E.E. MARIA LUIZA FORMOZINHO RIBEIRO,-22.1223496,-51.400154
PRESIDENTE PRUDENTE,1,103,E.E. CLOTILDE VEIGA DE BARROS,-22.14686,-51.3862251
PRESIDENTE PRUDENTE,1,262,E.M. IVO GARRIDO,-22.1024443,-51.433478
MARÍLIA,1,183,EMEI. ESTRELINHA DOURADA ,-22.1761929,-49.9545109
TUPÃ,1,14,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
PRESIDENTE PRUDENTE,1,92,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
PRESIDENTE PRUDENTE,1,370,E.M. PROFª JOVITA TERIN,-22.0870122,-51.3831653
RANCHARIA,1,24,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
OSVALDO CRUZ,1,73,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
MARÍLIA,1,221,EMEF ROBERTO CAETANO CIMINO,-22.1629709,-49.9453475
MARÍLIA,1,155,E.E. PROFª MARIA STELLA CERQUEIRA CÉSAR,-22.191186,-49.9538684
MARÍLIA,1,192,EE PROF. ANTÔNIO GOMES DE OLIVEIRA,-22.2079766,-49.9592632
ADAMANTINA,1,9,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
MARÍLIA,1,242,EMEF PROF. AMAURY PACHECO,-22.206582,-49.9704816
MARÍLIA,1,254,ESCOLA TÉCNICA INDUST. ANTÔNIO DEVISATE,-22.2080341,-49.9536804
MARÍLIA,1,257,EE. NASIB CURY,-22.2496488,-49.9439296
MARÍLIA,1,218,EMEI. ESTRELINHA DOURADA ,-22.1761929,-49.9545109
PRESIDENTE PRUDENTE,1,231,COLÉGIO CRIARTE,-22.141545,-51.3891683
OSVALDO CRUZ,1,81,SESI,-21.8008372,-50.8839758
PRESIDENTE PRUDENTE,1,250,E. M. RUI CARLOS VIEIRA BERBERT,-22.0860719,-51.3819163
PRESIDENTE PRUDENTE,1,364,E. M. PROFº OCYR AZEVEDO,-22.1097216,-51.4125136
RANCHARIA,1,91,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
PRESIDENTE PRUDENTE,1,130,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
PRESIDENTE PRUDENTE,1,28,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
PRESIDENTE PRUDENTE,1,208,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
RANCHARIA,1,100,EM. LUIZ DORINI,-22.2302582,-50.8758251
PRESIDENTE PRUDENTE,1,263,E.E. ORACY MATRICARDI PROF,-22.1529291,-51.4518848
MARÍLIA,1,314,EMEFEI - CHICO XAVIER,-22.2369283,-49.9786711
MARÍLIA,1,271,EMEI. MONTEIRO LOBATO,-22.2176175,-49.9413103
RANCHARIA,1,99,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
MARÍLIA,1,410,COLÉGIO INTERAÇÃO,-22.2217354,-49.9431091
PRESIDENTE PRUDENTE,1,262,E. M. PROFª JURACI MENESES PERALTA,-22.0868608,-51.3973765
MARÍLIA,1,134,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
PRESIDENTE PRUDENTE,1,141,E.E.  PROFª FÁTIMA APARECIDA COSTA FALCON,-22.1179737,-51.4336978
MARÍLIA,1,290,EMEF ROBERTO CAETANO CIMINO,-22.1629709,-49.9453475
ADAMANTINA,1,14,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
PARAPUÃ,1,94,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
PARAPUÃ,1,40,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
MARÍLIA,1,47,E.E. PROF ANTONIO DE BAPTISTA,-22.1891408,-49.9575689
PRESIDENTE PRUDENTE,1,93,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
PRESIDENTE PRUDENTE,1,91,EM. PROFª MARIA DO SOCORRO BRITO DE ALMEIDA,-22.1140597,-51.432782
PRESIDENTE PRUDENTE,1,131,COLÉGIO ÁTOMO,-22.1234485,-51.4197442
PRESIDENTE PRUDENTE,1,177,E.E. PROFª. MIRELLA PESCE DESIDERE,-22.1100781,-51.429227
PRESIDENTE PRUDENTE,1,187,E. M. ANTÔNIO MOREIRA LIMA,-22.1611826,-51.4550199
MARÍLIA,1,240,EE. VEREADOR SEBASTIÃO MÔNACO,-22.2218538,-49.9710231
MARÍLIA,1,289,E.E. PROF ANTONIO REGINATO,-22.1809221,-49.9602274
