NM_MUNICIPIO,NR_TURNO,NR_SECAO,NM_LOCAL_VOTACAO,NR_LATITUDE,NR_LONGITUDE
MARÍLIA,1,136,E.E. DR. WALDEMAR MONIZ DA ROCHA BARROS ,-22.2032502,-49.9489875
PRESIDENTE PRUDENTE,1,413,E. E. TEOFILO GONZAGA DA SANTA CRUZ,-22.0842638,-51.3972269
ADAMANTINA,1,109,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
PRESIDENTE PRUDENTE,1,109,E. E.  COMENDADOR TANNEL ABBUD,-22.1149986,-51.3763971
PRESIDENTE PRUDENTE,1,309,COLÉGIO BRAGA MELLO,-22.107037,-51.3978385
PRESIDENTE PRUDENTE,1,57,E.E.  PROFª MARIETTA FERRAZ ASSUMPÇÃO,-22.1387553,-51.3893063
ADAMANTINA,1,108,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
MARÍLIA,1,51,E.E. PROF ANTONIO REGINATO,-22.1809221,-49.9602274
MARÍLIA,1,83,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,8,E.E.  PROFª MARIA LUÍZA BASTOS,-22.132292,-51.4059708
PRESIDENTE PRUDENTE,1,104,E. E.  COMENDADOR TANNEL ABBUD,-22.1149986,-51.3763971
PRESIDENTE PRUDENTE,1,172,E. E. PROFª CELESTINA DE CAMPOS TOLEDO TEIXEIRA,-21.9595888,-51.3076541
MARÍLIA,1,133,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
MARÍLIA,1,211,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
MARÍLIA,1,105,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
PRESIDENTE PRUDENTE,1,195,E. M. PROFª CATARINA MARTINS ARTERO,-22.1098776,-51.3813273
MARÍLIA,1,97,EE DR. LOURENÇO DE ALMEIDA SENNE,-22.1955906,-49.962607
MARÍLIA,1,239,EE PADRE JOÃO WALFREDO ROTHERMUND,-22.2504174,-49.936468
TUPÃ,1,13,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
PRESIDENTE PRUDENTE,1,342,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
MARÍLIA,1,264,EMEF PROF. NELSON GABALDI,-22.2205414,-49.9722993
TUPÃ,1,184,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
DRACENA,1,62,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
TUPÃ,1,134,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
ADAMANTINA,1,117,EMEF. PROFESSOR EURICO LEITE DE MORAES,-21.6593842,-51.0850649
DRACENA,1,36,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
MARÍLIA,1,159, EMEF. PROFº AMÉRICO CAPELOZZA,-22.1821404,-49.9545302
PRESIDENTE PRUDENTE,1,325,E. M. RUI CARLOS VIEIRA BERBERT,-22.0860719,-51.3819163
TUPÃ,1,102,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
TUPÃ,1,39,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
ADAMANTINA,1,32,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
PRESIDENTE PRUDENTE,1,285,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
PRESIDENTE PRUDENTE,1,43,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
PRESIDENTE PRUDENTE,1,99,E.E. ANTÔNIO FIORAVANTE DE MENEZES,-22.1297893,-51.3830708
MARÍLIA,1,142,COLÉGIO CRISTO REI,-22.2077714,-49.9403623
PARAPUÃ,1,59,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
OSVALDO CRUZ,1,4,ETEC AMIM JUNDI,-21.7914906,-50.8765847
PRESIDENTE PRUDENTE,1,173,E. E. PROFª CELESTINA DE CAMPOS TOLEDO TEIXEIRA,-21.9595888,-51.3076541
PRESIDENTE PRUDENTE,1,273,E. M.  ROSANA NEGRÃO FREITAS DOS SANTOS,-22.0834271,-51.4316456
MARÍLIA,1,404,COLÉGIO DR. BEZERRA DE MENEZES,-22.2104647,-49.9592914
PRESIDENTE PRUDENTE,1,166,COLÉGIO ÁTOMO,-22.1234485,-51.4197442
MARÍLIA,1,128,INSTITUTO DAS APÓSTOLAS SAGRADO CORAÇÃO DE JESUS,-22.2132291,-49.9478041
PRESIDENTE PRUDENTE,1,352,E. E. PROFª ANNA ANTONIO,-22.0913914,-51.3863442
PRESIDENTE PRUDENTE,1,400,E.M. PROFª ELIANE TADIOTTO DE ARAUJO,-22.0792295,-51.3816971
DRACENA,1,60,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
DRACENA,1,67,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
PRESIDENTE PRUDENTE,1,207,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
PRESIDENTE PRUDENTE,1,193,E.M. IVO GARRIDO,-22.1024443,-51.433478
DRACENA,1,95,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
PARAPUÃ,1,32,EE DE PARAPUA,-21.778316,-50.7940589
MARÍLIA,1,51,EE PROF. BALTAZAR DE GODOY MOREIRA,-22.2015503,-49.9591456
RANCHARIA,1,60,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
PRESIDENTE PRUDENTE,1,211,COLÉGIO CHAMPAGNAT,-22.1177263,-51.390203
PRESIDENTE PRUDENTE,1,244,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
TUPÃ,1,151,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
PRESIDENTE PRUDENTE,1,341,E. E. TEOFILO GONZAGA DA SANTA CRUZ,-22.0842638,-51.3972269
PRESIDENTE PRUDENTE,1,240,E. M.  PROFª ALAYDE TORTORELLA FARIA MOTTA,-22.1449412,-51.3827502
PRESIDENTE PRUDENTE,1,228,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
PRESIDENTE PRUDENTE,1,194,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
PRESIDENTE PRUDENTE,1,330,E. M. PROFª ROSY ODETTY RORIZ BRANDÃO,-22.095902,-51.4037982
RANCHARIA,1,18,EM. DR. JULIO LUCANT,-22.2271764,-50.8917237
OSVALDO CRUZ,1,64,ETEC AMIM JUNDI,-21.7914906,-50.8765847
MARÍLIA,1,126, EE. PROFª REIKO UEMURA TSUNOKAWA,-22.1718078,-49.9582154
PRESIDENTE PRUDENTE,1,115,E.E. ANTÔNIO FIORAVANTE DE MENEZES,-22.1297893,-51.3830708
PRESIDENTE PRUDENTE,1,121,E.E. ANTÔNIO FIORAVANTE DE MENEZES,-22.1297893,-51.3830708
PRESIDENTE PRUDENTE,1,90,EM. PROFª MARIA DO SOCORRO BRITO DE ALMEIDA,-22.1140597,-51.432782
DRACENA,1,35,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
MARÍLIA,1,7,EE ABEL AUGUSTO FRAGATA,-22.2231821,-49.9606052
MARÍLIA,1,274,COLÉGIO DR. BEZERRA DE MENEZES,-22.2104647,-49.9592914
OSVALDO CRUZ,1,103,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
PRESIDENTE PRUDENTE,1,278,E.M. PADRE EMÍLIO BECKER,-22.1279469,-51.3782482
LUCÉLIA,1,27,EMEF ARGEMIRO DE ALMEIDA GONZAGA,-1.0,-1.0
TUPÃ,1,90,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
PRESIDENTE PRUDENTE,1,54,E.E.  PROFª MARIETTA FERRAZ ASSUMPÇÃO,-22.1387553,-51.3893063
PRESIDENTE PRUDENTE,1,13,E.E. FLORIVALDO LEAL,-22.1292137,-51.3941376
MARÍLIA,1,292,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
OSVALDO CRUZ,1,128,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
PRESIDENTE PRUDENTE,1,69,E.E. MARIA LUIZA FORMOZINHO RIBEIRO,-22.1223496,-51.400154
LUCÉLIA,1,56,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
PRESIDENTE PRUDENTE,1,223,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
MARÍLIA,1,125,EE. PROFA. ORACINA CORREA DE MORAES RODINE,-22.2025579,-49.9681609
PRESIDENTE PRUDENTE,1,196,E. M.  PROFª ALAYDE TORTORELLA FARIA MOTTA,-22.1449412,-51.3827502
MARÍLIA,1,13,INSTITUTO DAS APÓSTOLAS SAGRADO CORAÇÃO DE JESUS,-22.2132291,-49.9478041
LUCÉLIA,1,52,EMEF PROF CARLOS BUENO,-1.0,-1.0
MARÍLIA,1,73,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,198,E.E. ORACY MATRICARDI PROF,-22.1529291,-51.4518848
PRESIDENTE PRUDENTE,1,212,FACULDADE DE CIÊNCIAS E TECNOLOGIA - UNESP,-22.1203305,-51.4058142
ADAMANTINA,1,5,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
MARÍLIA,1,277,EMEF PROF. ANTÔNIO MORAL,-22.2609965,-49.9285282
RANCHARIA,1,32,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
PRESIDENTE PRUDENTE,1,109,FACULDADE DE CIÊNCIAS E TECNOLOGIA - UNESP,-22.1203305,-51.4058142
PRESIDENTE PRUDENTE,1,2,E.M.  PROFª.  FRANCISCA ALMEIDA GOES BRANDÃO,-22.1334779,-51.4007175
PRESIDENTE PRUDENTE,1,217,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
PRESIDENTE PRUDENTE,1,251,E.M. IVO GARRIDO,-22.1024443,-51.433478
PRESIDENTE PRUDENTE,1,128,E. M. DR. JOÃO FRANCO DE GODOY,-22.1136855,-51.3963995
MARÍLIA,1,53,EE PROF. BALTAZAR DE GODOY MOREIRA,-22.2015503,-49.9591456
MARÍLIA,1,60,EE PROF CARLOTA DE NEGREIROS ROCHA,-22.224271,-49.9412177
ADAMANTINA,1,23,EE. HELEN KELLER,-21.6924798,-51.069082
PRESIDENTE PRUDENTE,1,39,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
OSVALDO CRUZ,1,72,EE DOM BOSCO,-21.7964924,-50.8799394
OSVALDO CRUZ,1,3,ETEC AMIM JUNDI,-21.7914906,-50.8765847
PRESIDENTE PRUDENTE,1,81,E.E. PROF. JOEL ANTÔNIO DE LIMA GENÉSIO,-22.1142667,-51.4263585
PRESIDENTE PRUDENTE,1,84,E.E. PROF. JOEL ANTÔNIO DE LIMA GENÉSIO,-22.1142667,-51.4263585
RANCHARIA,1,96,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
PRESIDENTE PRUDENTE,1,255,COLÉGIO CRIARTE,-22.141545,-51.3891683
PRESIDENTE PRUDENTE,1,261,FATEC. - PRESIDENTE PRUDENTE,-22.1394318,-51.3843645
RANCHARIA,1,38,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
RANCHARIA,1,78,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
LUCÉLIA,1,80,EMEF PROF CARLOS BUENO,-1.0,-1.0
PRESIDENTE PRUDENTE,1,346,COLÉGIO CHAMPAGNAT,-22.1177263,-51.390203
MARÍLIA,1,24,INSTITUTO DAS APÓSTOLAS SAGRADO CORAÇÃO DE JESUS,-22.2132291,-49.9478041
MARÍLIA,1,74,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,14,E.E. FLORIVALDO LEAL,-22.1292137,-51.3941376
PRESIDENTE PRUDENTE,1,105,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
PRESIDENTE PRUDENTE,1,188,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
LUCÉLIA,1,44,EMEF PROF CARLOS BUENO,-1.0,-1.0
TUPÃ,1,46,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
PARAPUÃ,1,123,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
PRESIDENTE PRUDENTE,1,15,E.E. FLORIVALDO LEAL,-22.1292137,-51.3941376
MARÍLIA,1,230, E.E. PROFª WANDA HELENA TOPPAN NOGUEIRA,-22.1886052,-49.9290144
MARÍLIA,1,296,EMEF. PROFª NICÁCIA GARCIA GIL,-22.246563,-49.9168576
PRESIDENTE PRUDENTE,1,323,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
PRESIDENTE PRUDENTE,1,414,APAE DE PRESIDENTE PRUDENTE,-22.1121552,-51.4111213
MARÍLIA,1,225,EE GEÓGRAFA EMICO MATSUMOTO,-22.253256,-49.9271483
MARÍLIA,1,370,COLÉGIO DR. BEZERRA DE MENEZES,-22.2104647,-49.9592914
PRESIDENTE PRUDENTE,1,19,COLÉGIO CRISTO REI,-22.1201108,-51.3886873
PRESIDENTE PRUDENTE,1,131,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
OSVALDO CRUZ,1,124,EE DOM BOSCO,-21.7964924,-50.8799394
OSVALDO CRUZ,1,78,SESI,-21.8008372,-50.8839758
MARÍLIA,1,271,EE GEÓGRAFA EMICO MATSUMOTO,-22.253256,-49.9271483
MARÍLIA,1,288,EMEF PROFª  MYRTHES PUPO DE NEGREIROS,-22.2401977,-49.9292408
MARÍLIA,1,76,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
ADAMANTINA,1,112,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
MARÍLIA,1,116,CEEJA - PROF. SEBASTIANA ULIAN PESSINE,-22.2224334,-49.95046
MARÍLIA,1,349,EMEF PROFª EDMEA BRAZ ROJO SOLA,-22.2022058,-49.9615136
PRESIDENTE PRUDENTE,1,213,E.M. IVO GARRIDO,-22.1024443,-51.433478
RANCHARIA,1,43,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
PRESIDENTE PRUDENTE,1,91,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
MARÍLIA,1,181,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
MARÍLIA,1,273,EMEI. PROFª LEDA APPARECIDA MARTINS CASADEI ,-22.1782177,-49.9642349
MARÍLIA,1,41,E.E. PROF ANTONIO DE BAPTISTA,-22.1891408,-49.9575689
MARÍLIA,1,151,E.E. PROF NELSON CABRINI,-22.2392815,-49.9175064
PRESIDENTE PRUDENTE,1,22,E.M. PROF. JOSÉ CARLOS JOÃO,-22.1422103,-51.391758
RANCHARIA,1,54,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
TUPÃ,1,20,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
PRESIDENTE PRUDENTE,1,33,COLÉGIO CHAMPAGNAT,-22.1177263,-51.390203
TUPÃ,1,8,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
MARÍLIA,1,273,COLÉGIO INTERAÇÃO,-22.2217354,-49.9431091
MARÍLIA,1,291,EE MARIA ISABEL SAMPAIO VIDAL - DISTR. PADRE NÓBREGA,-22.1559696,-50.0083248
MARÍLIA,1,46,E.E. PROF ANTONIO DE BAPTISTA,-22.1891408,-49.9575689
MARÍLIA,1,37,E.E. PROFº BENITO MARTINELLI,-22.1519235,-49.961232
MARÍLIA,1,361,EMEF PROF PAULO REGLUS NEVES FREIRE,-22.2517657,-49.9408542
PRESIDENTE PRUDENTE,1,183,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
TUPÃ,1,49,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
DRACENA,1,58,FACULDADE REGES,-21.5033029,-51.542601
DRACENA,1,25,EE 9 DE JULHO,-21.4897513,-51.5253035
PRESIDENTE PRUDENTE,1,282,COLÉGIO CRISTO REI,-22.1201108,-51.3886873
MARÍLIA,1,126,EE. PROFA. ORACINA CORREA DE MORAES RODINE,-22.2025579,-49.9681609
MARÍLIA,1,412,EMEF NIVANDO MARIANO DOS SANTOS,-22.2544411,-49.9348909
MARÍLIA,1,371,EMEF PROFª EDMEA BRAZ ROJO SOLA,-22.2022058,-49.9615136
LUCÉLIA,1,58,EMEI ADELITA FIRPO,-1.0,-1.0
MARÍLIA,1,159,EE JOSÉ AUGUSTO BARTHOLO - DISTR. AVENCAS,-22.272094,-50.1114255
MARÍLIA,1,161,EE. PROFA. NEUZA MARIA MARANA FEIJÃO - DISTR. LÁCIO,-22.2223439,-49.8887664
MARÍLIA,1,343,EMEF PROFª  MYRTHES PUPO DE NEGREIROS,-22.2401977,-49.9292408
PRESIDENTE PRUDENTE,1,224,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
PRESIDENTE PRUDENTE,1,99,E. M. PROFª CATARINA MARTINS ARTERO,-22.1098776,-51.3813273
TUPÃ,1,95,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
PRESIDENTE PRUDENTE,1,357,E. E. PROFª ANNA ANTONIO,-22.0913914,-51.3863442
PRESIDENTE PRUDENTE,1,371,COLÉGIO COOPERATIVO,-22.0941292,-51.4273353
DRACENA,1,101,FACULDADE REGES,-21.5033029,-51.542601
MARÍLIA,1,59,EE PROF CARLOTA DE NEGREIROS ROCHA,-22.224271,-49.9412177
PRESIDENTE PRUDENTE,1,301,E. M. PROFª CATARINA MARTINS ARTERO,-22.1098776,-51.3813273
TUPÃ,1,106,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
ADAMANTINA,1,2,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
DRACENA,1,80,FADRA,-21.4863311,-51.5280478
MARÍLIA,1,58, EMEF. PROFº AMÉRICO CAPELOZZA,-22.1821404,-49.9545302
MARÍLIA,1,123,E.E. DR. WALDEMAR MONIZ DA ROCHA BARROS ,-22.2032502,-49.9489875
PRESIDENTE PRUDENTE,1,305,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
PRESIDENTE PRUDENTE,1,106,E. E.  COMENDADOR TANNEL ABBUD,-22.1149986,-51.3763971
PRESIDENTE PRUDENTE,1,21,COLÉGIO CRISTO REI,-22.1201108,-51.3886873
PRESIDENTE PRUDENTE,1,129,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
LUCÉLIA,1,20,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
PRESIDENTE PRUDENTE,1,111,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,281,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,246,CENTRO DE EDUCAÇÃO INTEGRAL CIDADE ESCOLA JOSÉ CARLOS PIMENTA,-22.1145348,-51.405466
MARÍLIA,1,212,EE. BENTO DE ABREU SAMPAIO VIDAL,-22.2106909,-49.9343945
ADAMANTINA,1,37,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
RANCHARIA,1,94,E.M LÁZARA NOGUEIRA SEVERO LINS,-22.2279879,-50.9126736
MARÍLIA,1,61,E.E. PROF GERALDO ZANCOPÉ ,-22.196621,-49.9560244
ADAMANTINA,1,30,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
PARAPUÃ,1,83,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
PRESIDENTE PRUDENTE,1,398,COLÉGIO COOPERATIVO,-22.0941292,-51.4273353
MARÍLIA,1,150, EMEF. PROFº AMÉRICO CAPELOZZA,-22.1821404,-49.9545302
PRESIDENTE PRUDENTE,1,290,E. M. PROFª JURACI MENESES PERALTA,-22.0868608,-51.3973765
PRESIDENTE PRUDENTE,1,292,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
PRESIDENTE PRUDENTE,1,120,E. M. DR. JOÃO FRANCO DE GODOY,-22.1136855,-51.3963995
MARÍLIA,1,384,EMEI  DR FERNANDO MAURO,-22.222827,-49.9607248
MARÍLIA,1,366,EE ABEL AUGUSTO FRAGATA,-22.2231821,-49.9606052
OSVALDO CRUZ,1,26,COLÉGIO APOLO,-21.7991197,-50.8734154
MARÍLIA,1,136,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
TUPÃ,1,51,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
PRESIDENTE PRUDENTE,1,225,E. E. DR. MARREY JUNIOR,-22.1068185,-51.3966115
MARÍLIA,1,122,CEEJA - PROF. SEBASTIANA ULIAN PESSINE,-22.2224334,-49.95046
MARÍLIA,1,163,EE MARIA ISABEL SAMPAIO VIDAL - DISTR. PADRE NÓBREGA,-22.1559696,-50.0083248
MARÍLIA,1,425,EMEFEI - CHICO XAVIER,-22.2369283,-49.9786711
MARÍLIA,1,120,E.E. ANTONIO AUGUSTO NETTO,-22.2395782,-49.9246842
PRESIDENTE PRUDENTE,1,314,E. M. PROFº OCYR AZEVEDO,-22.1097216,-51.4125136
PRESIDENTE PRUDENTE,1,338,E. M.  ROSANA NEGRÃO FREITAS DOS SANTOS,-22.0834271,-51.4316456
TUPÃ,1,110,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
MARÍLIA,1,276,COLÉGIO CRISTO REI,-22.2077714,-49.9403623
LUCÉLIA,1,22,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
TUPÃ,1,25,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
DRACENA,1,98,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
MARÍLIA,1,45,E.E. PROF ANTONIO DE BAPTISTA,-22.1891408,-49.9575689
MARÍLIA,1,165,EMEI. MONTEIRO LOBATO,-22.2176175,-49.9413103
MARÍLIA,1,112,E.E. MONSENHOR PIRMINO ANTONIO SCHMIDT,-22.0037112,-49.9150753
PRESIDENTE PRUDENTE,1,268,E. E.  COMENDADOR TANNEL ABBUD,-22.1149986,-51.3763971
TUPÃ,1,113,EMEIEF. ALTINO MARTINEZ,-21.9029839,-50.5974968
PRESIDENTE PRUDENTE,1,277,FATEC. - PRESIDENTE PRUDENTE,-22.1394318,-51.3843645
TUPÃ,1,146,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
MARÍLIA,1,243,EMEF PROFª  MYRTHES PUPO DE NEGREIROS,-22.2401977,-49.9292408
MARÍLIA,1,131, EMEF. PROFº AMÉRICO CAPELOZZA,-22.1821404,-49.9545302
OSVALDO CRUZ,1,92,COLÉGIO APOLO,-21.7991197,-50.8734154
DRACENA,1,14,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
PRESIDENTE PRUDENTE,1,53,E.E.  PROFª MARIETTA FERRAZ ASSUMPÇÃO,-22.1387553,-51.3893063
PRESIDENTE PRUDENTE,1,114,E.E. CLOTILDE VEIGA DE BARROS,-22.14686,-51.3862251
TUPÃ,1,84,EMEIEF. ALTINO MARTINEZ,-21.9029839,-50.5974968
OSVALDO CRUZ,1,20,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
TUPÃ,1,57,EE. PROF.  ANÍSIO CARNEIRO,-21.9260699,-50.5106997
MARÍLIA,1,413,EE. NASIB CURY,-22.2496488,-49.9439296
MARÍLIA,1,179,CEEJA - PROF. SEBASTIANA ULIAN PESSINE,-22.2224334,-49.95046
MARÍLIA,1,94,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
MARÍLIA,1,120,COLÉGIO COMPACTO,-22.2209172,-49.9529096
LUCÉLIA,1,14,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
TUPÃ,1,47,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
PRESIDENTE PRUDENTE,1,102,E. E.  COMENDADOR TANNEL ABBUD,-22.1149986,-51.3763971
PRESIDENTE PRUDENTE,1,116,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,312,E. M. RUI CARLOS VIEIRA BERBERT,-22.0860719,-51.3819163
DRACENA,1,102,E.E ALFREDO MACHADO,-21.4906607,-51.5537528
PRESIDENTE PRUDENTE,1,218,COLÉGIO CRIARTE,-22.141545,-51.3891683
MARÍLIA,1,252,EE MARIA ISABEL SAMPAIO VIDAL - DISTR. PADRE NÓBREGA,-22.1559696,-50.0083248
MARÍLIA,1,293,COLÉGIO DR. BEZERRA DE MENEZES,-22.2104647,-49.9592914
PRESIDENTE PRUDENTE,1,406,COLÉGIO COOPERATIVO,-22.0941292,-51.4273353
MARÍLIA,1,360,COLÉGIO ÁGUA VIVA,-22.2331943,-49.9362083
MARÍLIA,1,329,EMEF PROF PAULO REGLUS NEVES FREIRE,-22.2517657,-49.9408542
PRESIDENTE PRUDENTE,1,163,E.M.  JOÃO SEBASTIÃO LISBOA,-22.1223398,-51.4003314
OSVALDO CRUZ,1,30,COLÉGIO APOLO,-21.7991197,-50.8734154
OSVALDO CRUZ,1,111,ETEC AMIM JUNDI,-21.7914906,-50.8765847
OSVALDO CRUZ,1,86,SESI,-21.8008372,-50.8839758
PRESIDENTE PRUDENTE,1,257,E.M. ANTÔNIO ZACARIAS,-22.1236937,-51.4236348
MARÍLIA,1,294,EE GEÓGRAFA EMICO MATSUMOTO,-22.253256,-49.9271483
TUPÃ,1,79,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
MARÍLIA,1,165,EE MARIA ISABEL SAMPAIO VIDAL - DISTR. PADRE NÓBREGA,-22.1559696,-50.0083248
MARÍLIA,1,244,EMEF PROFª  GERALDA CESAR VILARDI,-22.2153217,-49.9768754
MARÍLIA,1,421,EMEF NIVANDO MARIANO DOS SANTOS,-22.2544411,-49.9348909
MARÍLIA,1,91,E.E. ANTONIO AUGUSTO NETTO,-22.2395782,-49.9246842
MARÍLIA,1,57, EMEF. PROFº AMÉRICO CAPELOZZA,-22.1821404,-49.9545302
MARÍLIA,1,63,E.E. PROF GERALDO ZANCOPÉ ,-22.196621,-49.9560244
PARAPUÃ,1,99,CRECHE ESCOLA PEQUENO PRÍNCIPE,-21.779962,-50.7855859
OSVALDO CRUZ,1,60,EE DOM BOSCO,-21.7964924,-50.8799394
OSVALDO CRUZ,1,19,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
PRESIDENTE PRUDENTE,1,256,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
PARAPUÃ,1,42,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
MARÍLIA,1,63,EE GABRIEL MONTEIRO DA SILVA,-22.2157852,-49.9542383
MARÍLIA,1,109,EE. MONSENHOR BICUDO,-22.2229886,-49.9558914
PRESIDENTE PRUDENTE,1,285,E.M. MARIA ISABEL BARBOSA NEGRÃO,-22.1436283,-51.4517633
PRESIDENTE PRUDENTE,1,41,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
